DBN,School Name,Enrollment,Supportive Environment Rating,Student Achievement Rating,Interesting and challenging curriculum,Effective teaching and learning,Effective school assessment,Clear communication - high expectations,Teacher collaboration,"Safety, inclusivity, social-emotional growth",Resource allocation and management,"Identifying, tracking, and meeting goals",Thoughtful teacher development and evaluation,School decision evaluation and adjustment,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Principal experience at this school,Percent of teachers with 3+ years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Strong Family-Community Ties Score,Trust Score,Borough,District
10X024,P.S. 024 Spuyten Duyvil,915,3,3,3,3,3,3,3,3,3,3,3,3,0.045,0.138,0.017,0.267,0.042,0.193,0.08900000000000001,0.063,0.424,0.37799999999999995,1.7,0.82,0.948,0.11199999999999999,0.97,3.78,3.64,3.71,3.77,1.77,Bronx,10X
10X032,P.S. 032 Belmont,784,2,2,4,4,4,4,4,4,4,4,4,4,0.17600000000000002,0.255,0.098,0.955,0.293,0.9009999999999999,0.008,0.218,0.745,0.023,3.3,0.6709999999999999,0.905,0.40299999999999997,0.96,4.32,3.64,4.46,3.59,4.07,Bronx,10X
10X033,P.S. 033 Timothy Dwight,865,2,3,4,3,3,4,3,3,4,3,4,4,0.264,0.218,0.102,0.958,0.179,0.914,0.01,0.11199999999999999,0.853,0.012,13.0,0.863,0.912,0.364,0.95,3.18,3.75,3.73,2.7,2.57,Bronx,10X
10X037,P.S. X037 - Multiple Intelligence School,646,2,3,4,3,4,3,4,3,4,3,4,3,0.153,0.297,0.128,0.867,0.243,0.8240000000000001,0.019,0.217,0.732,0.019,11.0,0.8,0.9009999999999999,0.406,0.97,4.77,4.16,4.46,3.98,4.42,Bronx,10X
10X045,Thomas C. Giordano Middle School 45,710,2,2,3,2,2,3,3,3,3,3,3,3,0.201,0.179,0.063,0.9420000000000001,0.19399999999999998,0.875,0.02,0.155,0.773,0.044000000000000004,13.0,0.767,0.905,0.34700000000000003,0.951,3.55,3.44,2.54,3.08,3.89,Bronx,10X
10X046,P.S. 046 Edgar Allan Poe,921,2,2,3,2,2,3,3,3,3,3,3,3,0.39399999999999996,0.25,0.12300000000000001,0.951,0.315,0.8740000000000001,0.022000000000000002,0.128,0.8170000000000001,0.026000000000000002,9.6,0.821,0.91,0.38,0.956,3.0,3.16,2.61,2.65,3.13,Bronx,10X
10X051,P.S. 051 Bronx New School,199,4,1,4,3,4,4,3,3,3,3,4,3,0.04,0.166,0.0,0.833,0.151,0.7340000000000001,0.02,0.37200000000000005,0.588,0.02,3.0,0.5710000000000001,0.935,0.221,0.961,3.85,3.65,4.15,3.89,4.01,Bronx,10X
10X054,P.S./I.S. 54,432,3,2,3,3,3,4,3,3,3,3,3,3,0.259,0.215,0.12,0.95,0.306,0.9,0.025,0.248,0.718,0.005,4.9,0.6940000000000001,0.922,0.307,0.971,3.86,3.79,3.6,3.98,3.99,Bronx,10X
10X056,P.S. 056 Norwood Heights,704,4,3,4,4,4,4,4,4,4,4,4,4,0.172,0.266,0.077,0.904,0.243,0.807,0.207,0.07400000000000001,0.639,0.06,3.0,0.875,0.927,0.256,0.96,4.63,4.33,4.91,3.89,4.52,Bronx,10X
10X059,P.S. 059 The Community School of Technology,517,3,3,4,3,3,3,3,4,4,3,4,4,0.188,0.317,0.168,0.968,0.33299999999999996,0.915,0.01,0.315,0.652,0.008,6.8,0.833,0.902,0.397,0.96,3.61,4.22,3.78,4.01,3.42,Bronx,10X
10X080,J.H.S. 080 The Mosholu Parkway,691,3,4,3,3,3,3,3,3,4,3,3,3,0.336,0.233,0.1,0.893,0.285,0.802,0.124,0.13,0.687,0.049,6.2,0.24,0.9279999999999999,0.243,0.961,3.19,3.68,3.54,2.62,3.15,Bronx,10X
10X081,P.S. 081 Robert J. Christen,725,3,2,4,3,4,4,4,4,4,4,4,4,0.092,0.185,0.065,0.418,0.073,0.33399999999999996,0.073,0.08,0.531,0.284,5.8,0.7879999999999999,0.927,0.244,0.9620000000000001,4.65,4.06,4.47,4.4,4.16,Bronx,10X
10X085,P.S. 085 Great Expectations,877,3,2,3,3,3,3,3,3,3,3,3,3,0.299,0.22699999999999998,0.06,0.9570000000000001,0.252,0.902,0.01,0.27,0.7120000000000001,0.003,11.8,0.753,0.92,0.315,0.951,3.78,3.64,3.71,3.77,3.82,Bronx,10X
10X086,P.S. 086 Kingsbridge Heights,1629,3,3,4,3,3,4,4,4,4,4,4,4,0.33799999999999997,0.212,0.068,0.924,0.27699999999999997,0.835,0.038,0.064,0.8740000000000001,0.017,6.5,0.701,0.93,0.24100000000000002,0.951,4.6,4.36,4.1,3.72,4.09,Bronx,10X
10X091,P.S. 091 Bronx,727,2,2,3,3,3,4,3,4,4,3,3,2,0.39299999999999996,0.22,0.094,0.9520000000000001,0.382,0.8909999999999999,0.04,0.16899999999999998,0.752,0.018000000000000002,8.0,0.726,0.9159999999999999,0.322,0.9620000000000001,2.48,2.75,3.26,2.7,2.3,Bronx,10X
10X094,P.S. 094 Kings College School,1261,2,2,3,3,3,4,3,4,3,3,3,3,0.265,0.231,0.091,0.92,0.275,0.8340000000000001,0.09,0.174,0.6779999999999999,0.03,13.0,0.7959999999999999,0.9059999999999999,0.39799999999999996,0.9470000000000001,3.41,3.48,3.3,3.53,3.86,Bronx,10X
10X095,P.S. 095 Sheila Mencher,1288,2,3,4,3,3,4,4,3,3,3,4,4,0.17800000000000002,0.203,0.07200000000000001,0.868,0.23399999999999999,0.773,0.062,0.171,0.7,0.047,11.0,0.747,0.9159999999999999,0.318,0.9570000000000001,3.78,3.64,3.71,3.77,3.62,Bronx,10X
10X118,J.H.S. 118 William W. Niles,1174,2,2,3,3,3,3,2,4,3,3,3,3,0.107,0.231,0.083,0.8809999999999999,0.215,0.78,0.14800000000000002,0.22,0.597,0.027999999999999997,8.6,0.696,0.9109999999999999,0.3,0.961,2.12,2.74,3.21,2.14,2.49,Bronx,10X
10X141,Riverdale / Kingsbridge Academy (Middle School / H,784,3,2,3,3,3,4,3,4,3,3,3,3,0.075,0.196,0.079,0.442,0.105,0.36200000000000004,0.075,0.083,0.557,0.26,11.0,0.866,0.956,0.08900000000000001,0.963,3.33,3.26,3.24,3.83,3.11,Bronx,10X
10X159,P.S. 159 Luis Munoz Marin Biling,193,3,3,2,2,3,4,3,4,3,2,3,2,0.26899999999999996,0.145,0.016,0.9259999999999999,0.26899999999999996,0.85,0.0,0.13,0.8390000000000001,0.021,11.5,0.867,0.915,0.303,0.9570000000000001,4.02,3.35,3.02,4.55,4.76,Bronx,10X
10X205,P.S. 205 Fiorello LaGuardia,1019,2,2,3,3,3,3,3,3,3,3,4,3,0.256,0.223,0.047,0.9520000000000001,0.225,0.894,0.021,0.124,0.7929999999999999,0.057,1.8,0.823,0.9179999999999999,0.312,0.9520000000000001,3.78,3.64,3.71,3.77,3.7,Bronx,10X
10X206,I.S. 206 Ann Mersereau,207,3,2,3,3,3,3,3,3,3,3,2,2,0.319,0.33299999999999996,0.145,0.9520000000000001,0.33299999999999996,0.8740000000000001,0.019,0.13,0.836,0.005,1.8,1.0,0.904,0.377,0.9590000000000001,2.98,3.42,3.34,3.98,4.09,Bronx,10X
10X225,Theatre Arts Production Company School,206,2,2,3,3,3,3,3,4,4,3,4,3,0.073,0.204,0.039,0.899,0.204,0.8009999999999999,0.01,0.267,0.6940000000000001,0.015,6.3,0.773,0.92,0.315,0.97,3.78,3.64,3.71,3.77,3.11,Bronx,10X
10X226,P.S. 226,442,2,2,3,3,4,3,4,3,3,3,4,3,0.26,0.17600000000000002,0.068,0.94,0.33,0.857,0.005,0.226,0.762,0.0,15.9,0.5,0.925,0.265,0.9670000000000001,3.78,3.64,3.71,3.77,2.72,Bronx,10X
10X228,Jonas Bronck Academy,268,4,3,4,4,4,3,4,4,4,4,4,4,0.055999999999999994,0.172,0.0,0.843,0.09300000000000001,0.7390000000000001,0.067,0.138,0.75,0.022000000000000002,5.8,0.684,0.983,0.004,0.9890000000000001,4.65,4.49,4.78,3.8,4.1,Bronx,10X
10X243,West Bronx Academy for the Future,281,3,2,3,2,2,3,3,4,3,3,3,3,0.142,0.253,0.064,0.9,0.18899999999999997,0.794,0.011000000000000001,0.20600000000000002,0.769,0.011000000000000001,14.0,0.674,0.943,0.18100000000000002,0.961,3.56,3.56,2.62,3.13,3.74,Bronx,10X
10X244,The New School for Leadership and Journalism,748,3,3,3,3,3,4,3,4,4,4,4,4,0.214,0.226,0.07200000000000001,0.887,0.243,0.789,0.040999999999999995,0.126,0.8009999999999999,0.023,4.2,0.727,0.929,0.245,0.96,3.74,4.15,3.61,3.97,4.01,Bronx,10X
10X246,P.S. 246 Poe Center,736,2,2,3,2,3,4,3,3,3,3,4,3,0.376,0.22,0.054000000000000006,0.948,0.23800000000000002,0.8759999999999999,0.034,0.083,0.833,0.040999999999999995,0.8,0.672,0.917,0.307,0.9540000000000001,2.85,2.93,2.67,3.46,2.97,Bronx,10X
10X254,I.S. 254,469,4,3,2,2,3,4,3,4,3,3,3,3,0.341,0.281,0.132,0.943,0.264,0.872,0.021,0.175,0.789,0.009000000000000001,5.9,0.5529999999999999,0.905,0.35,0.968,3.78,3.64,3.71,3.77,3.7,Bronx,10X
10X279,"P.S. 279 Captain Manuel Rivera, Jr.",1092,3,3,3,3,4,3,4,4,4,3,4,3,0.299,0.205,0.08,0.955,0.355,0.866,0.037000000000000005,0.161,0.789,0.005,5.8,0.747,0.9359999999999999,0.218,0.9690000000000001,3.78,3.64,3.71,3.77,4.27,Bronx,10X
10X280,P.S./M.S. 280 Mosholu Parkway,876,3,3,4,3,4,4,4,4,4,4,4,4,0.168,0.29,0.073,0.895,0.209,0.8170000000000001,0.10400000000000001,0.078,0.752,0.059000000000000004,11.3,0.8029999999999999,0.917,0.311,0.948,4.61,3.85,4.41,3.77,4.15,Bronx,10X
10X291,P.S. 291,638,3,3,3,3,3,4,3,4,4,4,4,4,0.27399999999999997,0.182,0.07200000000000001,0.946,0.266,0.871,0.008,0.094,0.889,0.008,15.8,0.8909999999999999,0.907,0.37,0.951,3.99,4.75,3.78,4.7,4.53,Bronx,10X
10X306,P.S. 306,692,3,2,3,2,2,3,2,3,3,3,3,3,0.142,0.218,0.061,0.948,0.251,0.884,0.013000000000000001,0.259,0.718,0.006999999999999999,8.7,0.87,0.9259999999999999,0.258,0.96,2.48,3.22,2.52,3.41,3.19,Bronx,10X
10X307,Luisa Pineiro Fuentes School of Science and Discov,385,3,3,3,3,3,3,3,3,3,3,3,3,0.392,0.21600000000000003,0.062,0.9059999999999999,0.294,0.792,0.057,0.057,0.87,0.016,6.3,0.5589999999999999,0.941,0.212,0.948,3.5,3.52,3.51,3.47,3.47,Bronx,10X
10X308,Bronx Dance Academy School,269,3,3,3,3,3,3,3,3,3,3,3,3,0.048,0.23,0.03,0.887,0.204,0.773,0.015,0.223,0.755,0.006999999999999999,10.7,0.737,0.9309999999999999,0.239,0.9690000000000001,3.78,3.64,3.71,2.73,3.4,Bronx,10X
10X310,P.S. 310 Marble Hill,677,3,2,4,3,3,3,4,4,4,4,4,4,0.17300000000000001,0.17,0.022000000000000002,0.885,0.318,0.804,0.013000000000000001,0.12300000000000001,0.8240000000000001,0.035,11.4,0.695,0.932,0.244,0.958,3.82,3.07,3.91,3.36,3.14,Bronx,10X
10X315,P.S. 315 Lab School,249,3,2,4,3,4,4,4,4,4,4,4,4,0.157,0.221,0.06,0.945,0.17300000000000001,0.88,0.012,0.133,0.843,0.004,6.8,0.929,0.9229999999999999,0.289,0.955,4.57,4.43,4.48,4.0,3.99,Bronx,10X
10X331,The Bronx School of Young Leaders,409,4,3,4,3,3,4,4,4,4,3,3,3,0.196,0.22699999999999998,0.071,0.9420000000000001,0.242,0.875,0.02,0.252,0.726,0.0,9.9,0.563,0.948,0.151,0.966,4.46,4.31,4.03,4.11,4.38,Bronx,10X
10X340,P.S. 340,628,3,3,4,3,3,4,4,4,4,4,4,4,0.315,0.27899999999999997,0.10400000000000001,0.914,0.33399999999999996,0.8440000000000001,0.013000000000000001,0.094,0.866,0.019,3.8,0.84,0.919,0.314,0.951,4.55,4.08,4.01,3.67,4.48,Bronx,10X
10X342,International School for Liberal Arts,141,4,3,3,2,2,3,3,4,3,3,4,3,0.716,0.092,0.006999999999999999,0.93,0.376,0.809,0.006999999999999999,0.0,0.986,0.006999999999999999,6.3,0.75,0.953,0.086,0.976,3.78,3.64,3.71,3.77,3.74,Bronx,10X
10X344,Ampark Neighborhood,379,3,1,3,3,3,3,3,3,3,3,3,3,0.028999999999999998,0.20800000000000002,0.045,0.499,0.11599999999999999,0.359,0.037000000000000005,0.14,0.628,0.166,0.8,0.63,0.945,0.136,0.965,3.78,3.64,3.71,3.77,4.3,Bronx,10X
10X360,P.S. 360,443,3,3,3,3,3,3,3,3,3,3,3,3,0.201,0.244,0.122,0.8909999999999999,0.226,0.8170000000000001,0.018000000000000002,0.113,0.8370000000000001,0.032,3.8,0.634,0.9109999999999999,0.374,0.9540000000000001,3.65,3.48,3.57,2.99,3.8,Bronx,10X
10X363,Academy For Personal Leadership And Excellence,557,3,3,4,3,3,4,3,3,4,3,3,3,0.336,0.257,0.063,0.935,0.226,0.851,0.016,0.102,0.865,0.011000000000000001,8.0,0.774,0.9279999999999999,0.24600000000000002,0.96,3.78,3.64,3.71,3.77,4.01,Bronx,10X
10X368,In-Tech Academy (M.S. / High School 368),480,3,2,4,3,3,4,3,4,3,3,3,3,0.20600000000000002,0.19399999999999998,0.08800000000000001,0.833,0.22699999999999998,0.735,0.038,0.077,0.852,0.023,3.0,0.866,0.93,0.228,0.966,3.78,3.64,3.71,3.77,2.87,Bronx,10X
10X382,"Elementary School for Math, Science, and Technolog",273,2,2,3,3,3,3,3,3,3,3,3,3,0.341,0.161,0.0,0.965,0.39899999999999997,0.894,0.0,0.223,0.769,0.0,10.0,0.9470000000000001,0.922,0.29100000000000004,0.966,3.4,3.77,3.55,2.74,3.85,Bronx,10X
10X386,School for Environmental Citizenship,526,3,2,3,3,3,3,3,3,4,3,3,3,0.382,0.19,0.048,0.975,0.39,0.92,0.004,0.129,0.8540000000000001,0.013000000000000001,4.6,0.723,0.9329999999999999,0.218,0.9640000000000001,3.44,3.82,3.55,2.65,3.27,Bronx,10X
10X390,M.S. 390,539,3,3,3,3,3,3,3,4,4,4,4,4,0.297,0.254,0.09300000000000001,0.9490000000000001,0.38,0.865,0.006,0.128,0.863,0.002,18.8,0.413,0.9329999999999999,0.20800000000000002,0.965,3.51,3.91,3.52,4.28,3.87,Bronx,10X
10X391,The Angelo Patri Middle School,530,2,2,3,2,2,3,3,3,3,3,3,3,0.36,0.264,0.077,0.955,0.313,0.9,0.015,0.215,0.745,0.013000000000000001,0.8,0.688,0.9109999999999999,0.285,0.945,3.78,3.64,3.71,3.77,2.62,Bronx,10X
10X396,P.S. 396,303,4,2,3,3,4,4,4,4,4,4,4,4,0.251,0.353,0.03,0.9259999999999999,0.37,0.848,0.01,0.17800000000000002,0.779,0.023,7.6,0.59,0.934,0.203,0.9640000000000001,4.57,3.93,3.94,3.44,3.87,Bronx,10X
10X447,Creston Academy,460,3,4,3,3,4,4,4,4,4,4,4,4,0.35,0.183,0.002,0.943,0.32,0.828,0.015,0.098,0.865,0.013000000000000001,3.0,0.61,0.9329999999999999,0.2,0.968,3.91,3.32,3.92,3.51,3.49,Bronx,10X
10X459,East Fordham Academy for the Arts,278,2,2,3,2,3,3,3,4,4,4,4,4,0.309,0.281,0.10099999999999999,0.963,0.324,0.892,0.018000000000000002,0.129,0.813,0.011000000000000001,3.3,0.6,0.893,0.405,0.9690000000000001,2.76,2.04,2.76,2.34,3.28,Bronx,10X
11X016,P.S. 016 Wakefield,325,2,3,3,3,3,3,3,3,3,3,3,3,0.102,0.302,0.126,0.855,0.20600000000000002,0.794,0.055,0.483,0.342,0.027999999999999997,0.8,0.966,0.8959999999999999,0.44799999999999995,0.97,3.78,3.64,3.71,3.77,3.41,Bronx,11X
11X019,P.S. 019 Judith K. Weiss,511,3,3,3,3,4,3,4,3,3,3,3,3,0.094,0.166,0.006,0.439,0.07400000000000001,0.366,0.031,0.068,0.278,0.601,10.0,0.879,0.943,0.163,0.956,4.18,3.73,4.06,3.87,3.81,Bronx,11X
11X021,P.S. 021 Philip H. Sheridan,707,2,2,3,2,2,3,3,3,3,3,3,3,0.1,0.207,0.127,0.882,0.287,0.818,0.024,0.648,0.27899999999999997,0.016,16.0,0.833,0.9,0.401,0.943,3.39,3.13,2.43,1.63,2.27,Bronx,11X
11X041,P.S. 041 Gun Hill Road,920,3,3,4,3,4,4,4,4,4,4,4,4,0.11800000000000001,0.193,0.064,0.9109999999999999,0.27699999999999997,0.836,0.023,0.493,0.45799999999999996,0.021,12.1,0.625,0.903,0.402,0.968,4.55,4.51,4.41,4.4,4.47,Bronx,11X
11X068,P.S. 068 Bronx,664,2,3,2,3,3,3,3,3,3,3,3,3,0.008,0.259,0.086,0.747,0.128,0.672,0.015,0.762,0.19699999999999998,0.009000000000000001,1.8,0.768,0.9209999999999999,0.28300000000000003,0.946,2.33,2.72,2.63,3.08,2.15,Bronx,11X
11X076,P.S. 076 The Bennington School,956,2,1,4,3,3,4,4,4,3,3,4,3,0.14400000000000002,0.16899999999999998,0.061,0.8290000000000001,0.17300000000000001,0.7440000000000001,0.040999999999999995,0.45299999999999996,0.424,0.067,0.8,0.397,0.9079999999999999,0.36,0.9590000000000001,3.7,3.05,3.34,3.64,3.71,Bronx,11X
11X078,P.S. 078 Anne Hutchinson,788,3,1,3,2,2,3,3,3,3,3,3,3,0.063,0.174,0.061,0.833,0.16,0.775,0.016,0.721,0.23,0.027000000000000003,18.8,0.75,0.9,0.424,0.96,3.77,3.49,2.94,2.57,3.21,Bronx,11X
11X083,P.S. 083 Donald Hertz,1698,3,3,3,3,3,4,4,4,4,4,4,4,0.175,0.201,0.052000000000000005,0.715,0.102,0.627,0.09,0.067,0.48200000000000004,0.35,4.8,0.86,0.9520000000000001,0.105,0.96,4.22,3.52,3.51,3.83,3.53,Bronx,11X
11X087,P.S. 087 Bronx,594,2,3,3,2,3,3,3,3,3,3,3,3,0.027000000000000003,0.221,0.049,0.743,0.184,0.682,0.059000000000000004,0.6990000000000001,0.172,0.013000000000000001,9.7,0.846,0.9259999999999999,0.267,0.9590000000000001,2.99,3.45,2.88,2.85,3.37,Bronx,11X
11X089,P.S. 089 Bronx,1494,2,3,3,2,2,3,3,3,3,2,3,2,0.21600000000000003,0.179,0.039,0.85,0.129,0.7709999999999999,0.09300000000000001,0.191,0.546,0.155,7.8,0.713,0.9129999999999999,0.348,0.9690000000000001,3.7,3.06,2.88,2.82,3.87,Bronx,11X
11X096,P.S. 096 Richard Rodgers,952,3,2,3,3,3,4,2,4,3,3,3,2,0.098,0.212,0.05,0.861,0.20199999999999999,0.785,0.036000000000000004,0.203,0.6459999999999999,0.10300000000000001,15.9,0.7829999999999999,0.907,0.35700000000000004,0.9590000000000001,3.56,3.36,3.66,3.53,4.03,Bronx,11X
11X097,P.S. 097 Bronx,659,3,2,4,3,3,4,4,4,4,3,3,3,0.09,0.214,0.08,0.667,0.08,0.584,0.17800000000000002,0.27,0.37200000000000005,0.159,11.8,0.8240000000000001,0.934,0.215,0.9590000000000001,3.51,3.18,3.66,3.29,2.81,Bronx,11X
11X103,P.S. 103 Hector Fontanez,1129,2,2,3,3,3,3,2,2,3,3,3,3,0.177,0.22399999999999998,0.075,0.883,0.175,0.813,0.023,0.493,0.428,0.023,8.1,0.7879999999999999,0.9009999999999999,0.4,0.958,3.2,3.55,3.55,2.91,3.55,Bronx,11X
11X105,P.S. 105 Sen Abraham Bernstein,1101,3,2,4,3,3,4,4,4,4,3,3,4,0.263,0.198,0.012,0.878,0.17800000000000002,0.805,0.08199999999999999,0.114,0.627,0.158,11.9,0.91,0.9229999999999999,0.28300000000000003,0.9540000000000001,4.08,4.16,3.89,3.13,3.64,Bronx,11X
11X106,P.S. 106 Parkchester,1048,2,2,3,3,3,3,3,3,3,3,3,3,0.158,0.198,0.07,0.794,0.149,0.7340000000000001,0.331,0.272,0.34700000000000003,0.034,26.1,0.9470000000000001,0.9259999999999999,0.275,0.941,3.79,3.68,3.66,3.59,4.12,Bronx,11X
11X108,P.S. 108 Philip J. Abinanti,597,3,3,4,3,3,4,4,4,4,4,3,3,0.122,0.162,0.042,0.599,0.095,0.521,0.11199999999999999,0.06,0.425,0.385,12.0,0.773,0.937,0.198,0.958,3.78,3.64,3.71,3.77,3.24,Bronx,11X
11X111,P.S. 111 Seton Falls,628,2,3,3,2,2,2,3,2,3,3,3,3,0.068,0.303,0.13699999999999998,0.883,0.22899999999999998,0.826,0.011000000000000001,0.604,0.365,0.011000000000000001,5.0,0.778,0.904,0.41100000000000003,0.9620000000000001,2.47,2.7,2.34,1.83,2.48,Bronx,11X
11X112,P.S. 112 Bronxwood,381,3,1,2,2,2,3,3,3,3,3,3,3,0.052000000000000005,0.23399999999999999,0.11,0.934,0.312,0.8740000000000001,0.003,0.488,0.488,0.021,0.8,0.8240000000000001,0.9009999999999999,0.41,0.9570000000000001,3.78,3.64,3.71,3.77,3.28,Bronx,11X
11X121,P.S. 121 Throop,881,2,1,3,2,3,3,3,3,3,3,3,3,0.065,0.195,0.061,0.752,0.16899999999999998,0.6579999999999999,0.075,0.5579999999999999,0.3,0.057999999999999996,3.9,0.8390000000000001,0.924,0.28600000000000003,0.955,3.78,3.64,3.71,3.77,2.57,Bronx,11X
11X127,J.H.S. 127 The Castle Hill,806,3,3,3,3,3,4,4,3,4,3,3,3,0.17,0.18100000000000002,0.043,0.799,0.18100000000000002,0.73,0.315,0.218,0.42100000000000004,0.026000000000000002,12.8,0.667,0.941,0.18600000000000003,0.96,4.09,3.91,3.63,2.87,3.61,Bronx,11X
11X144,J.H.S. 144 Michelangelo,492,3,3,4,3,3,4,3,3,4,3,3,3,0.106,0.28300000000000003,0.138,0.7859999999999999,0.19899999999999998,0.701,0.027999999999999997,0.6,0.32299999999999995,0.040999999999999995,3.0,0.725,0.9009999999999999,0.382,0.953,3.98,4.19,4.19,3.94,4.53,Bronx,11X
11X153,P.S. 153 Helen Keller,631,3,2,4,4,3,4,3,4,4,4,4,4,0.021,0.127,0.025,0.512,0.048,0.436,0.11599999999999999,0.5720000000000001,0.252,0.043,3.8,0.857,0.9520000000000001,0.133,0.9470000000000001,2.62,2.2,3.72,3.53,2.96,Bronx,11X
11X160,P.S. 160 Walt Disney,357,2,3,3,2,2,3,3,3,3,3,3,3,0.055999999999999994,0.261,0.132,0.586,0.109,0.51,0.02,0.625,0.314,0.013999999999999999,14.0,0.512,0.9390000000000001,0.2,0.96,2.96,2.89,2.24,2.94,2.75,Bronx,11X
11X169,Baychester Academy,373,3,3,4,4,4,3,4,4,4,4,4,4,0.059000000000000004,0.196,0.07200000000000001,0.737,0.139,0.6409999999999999,0.011000000000000001,0.7240000000000001,0.217,0.013000000000000001,9.0,0.5379999999999999,0.937,0.184,0.965,4.31,3.76,4.81,3.54,3.84,Bronx,11X
11X175,P.S. 175 City Island,332,3,3,4,3,4,4,3,4,3,3,2,3,0.03,0.187,0.009000000000000001,0.379,0.069,0.364,0.036000000000000004,0.09,0.358,0.488,13.0,0.917,0.948,0.091,0.966,3.47,3.51,4.35,3.94,3.51,Bronx,11X
11X178,P.S. 178 - Dr. Selman Waksman,435,2,2,3,3,3,3,4,3,3,3,3,3,0.048,0.23199999999999998,0.106,0.606,0.163,0.54,0.032,0.593,0.326,0.037000000000000005,6.8,0.7559999999999999,0.9390000000000001,0.20600000000000002,0.9620000000000001,3.76,3.32,3.36,3.15,2.77,Bronx,11X
11X180,M.S. 180 Dr. Daniel Hale Williams,968,3,3,3,3,3,4,3,4,4,3,3,3,0.02,0.175,0.08,0.59,0.09,0.501,0.028999999999999998,0.695,0.225,0.024,1.8,0.836,0.9490000000000001,0.136,0.96,3.78,3.64,3.71,3.77,2.97,Bronx,11X
11X181,I.S. 181 Pablo Casals,883,3,3,4,4,4,3,4,4,4,4,4,4,0.034,0.23199999999999998,0.07,0.626,0.087,0.513,0.049,0.5870000000000001,0.292,0.037000000000000005,12.0,0.71,0.934,0.207,0.97,4.31,4.02,4.78,3.54,3.7,Bronx,11X
11X189,Cornerstone Academy for Social Action,340,3,2,3,4,4,4,4,4,4,4,4,4,0.047,0.218,0.091,0.815,0.23199999999999998,0.7440000000000001,0.006,0.491,0.447,0.026000000000000002,7.0,0.727,0.919,0.306,0.9670000000000001,4.21,4.01,4.14,4.08,3.72,Bronx,11X
11X194,P.S./M.S. 194,1326,3,2,4,4,4,4,3,4,4,3,4,4,0.195,0.15,0.049,0.855,0.14800000000000002,0.7809999999999999,0.36200000000000004,0.06,0.49700000000000005,0.057,7.7,0.8590000000000001,0.9359999999999999,0.20600000000000002,0.965,3.73,4.05,4.65,3.04,3.5,Bronx,11X
11X287,North Bronx School of Empowerment,568,2,2,3,2,3,3,3,4,4,4,4,4,0.139,0.26899999999999996,0.107,0.858,0.218,0.7979999999999999,0.027999999999999997,0.5920000000000001,0.331,0.025,3.9,0.644,0.893,0.371,0.9540000000000001,2.73,2.56,2.74,2.06,2.25,Bronx,11X
11X326,Bronx Green Middle School,395,2,3,4,2,3,3,3,4,4,4,4,4,0.192,0.215,0.046,0.847,0.129,0.7490000000000001,0.073,0.215,0.57,0.134,7.6,0.769,0.915,0.312,0.953,3.53,3.51,3.57,3.42,4.01,Bronx,11X
11X355,Bronx Alliance Middle School,339,1,2,2,2,3,2,2,4,4,4,4,4,0.053,0.20600000000000002,0.065,0.8170000000000001,0.22399999999999998,0.737,0.040999999999999995,0.631,0.31,0.003,0.4,0.5,0.903,0.42,0.946,1.84,2.65,2.44,2.64,2.37,Bronx,11X
11X357,Young Voices Academy of the Bronx,313,4,4,3,3,3,4,3,4,3,4,3,3,0.22399999999999998,0.131,0.003,0.794,0.195,0.696,0.102,0.086,0.6709999999999999,0.131,5.0,0.84,0.9279999999999999,0.24600000000000002,0.968,3.98,4.13,3.81,4.25,4.43,Bronx,11X
11X370,Leaders of Tomorrow,400,3,3,3,3,3,3,4,3,4,3,3,4,0.133,0.33799999999999997,0.14,0.872,0.20800000000000002,0.8029999999999999,0.023,0.568,0.36,0.025,6.0,0.7,0.909,0.317,0.9740000000000001,3.78,3.64,3.71,3.77,3.92,Bronx,11X
11X462,Cornerstone Academy for Social Action Middle Schoo,267,4,2,3,4,3,4,3,4,4,3,2,3,0.022000000000000002,0.251,0.011000000000000001,0.74,0.11599999999999999,0.6629999999999999,0.0,0.64,0.326,0.026000000000000002,9.0,0.8420000000000001,0.932,0.195,0.981,3.78,3.64,3.71,3.77,4.22,Bronx,11X
11X468,Pelham Academy of Academics and Community Engageme,323,3,3,4,3,4,4,4,4,4,4,4,4,0.136,0.217,0.043,0.789,0.13,0.684,0.077,0.142,0.625,0.149,9.0,0.444,0.932,0.233,0.9740000000000001,4.25,3.3,4.13,3.49,3.63,Bronx,11X
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,636,4,3,4,3,3,4,3,4,4,4,4,4,0.068,0.217,0.033,0.7070000000000001,0.075,0.591,0.07400000000000001,0.11900000000000001,0.635,0.16,8.0,0.9329999999999999,0.9420000000000001,0.16,0.951,3.79,4.19,4.09,4.2,4.44,Bronx,11X
